web-scraper-order,web-scraper-start-url,shelfmark,shelfmark-href,all_link,all_link-href,h3_date,h3_startdate,h3_enddate,sub-all_link,sub-all_link-href
"1642687076-1931","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10","1485-1499","1485","1499","AM 52 4to","https://handrit.is/en/manuscript/view/AM04-0052"
"1642687087-2126","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","7","https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/log"
"1642686947-799","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs 10 fol.","https://handrit.is/en/manuscript/view/is/Lbs02-0010"
"1642686941-545","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Amalíu saga keisaradóttur (8)","https://handrit.is/en/manuscript/list/uniform?v=Amal%C3%ADu+saga+keisarad%C3%B3ttur"
"1642687054-1468","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content"
"1642687013-1173","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","","https://handrit.is/en/biography/view.outerlayout.language/is?t:ac=ArnMag001"
"1642686935-380","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","About","https://handrit.is/en/about","1818","1818","null","Home","https://handrit.is/en/"
"1642686919-296","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","No Title","https://handrit.is/en/manuscript/view/Rask115#section_1","1818","1818","null","handrit.is","https://handrit.is/en/"
"1642686927-326","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","More Details","https://handrit.is/en/biography/view/RasRas001","1818","1818","null","Shelfmark","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=RasRas001"
"1642686941-503","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Aldarháttur Þorláks Guðbrandssona","https://handrit.is/en/manuscript/list/uniform?v=Aldarh%C3%A1ttur+%C3%9Eorl%C3%A1ks+Gu%C3%B0brandssona"
"1642686975-1009","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201","1600-1650","1600","1650","handrit.org","https://handrit.is/da/"
"1642687091-2144","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","2","https://handrit.is/en/manuscript/list.browser.pager/2?t:ac=keyword/kvad"
"1642687069-1861","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content"
"1642687054-1447","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","handrit.is","https://handrit.is/en/"
"1642687016-1236","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265","1700-1730","1700","1730","Flere detaljer","https://handrit.is/da/biography/view/ArnMag001"
"1642687066-1824","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Frederik Rostgaard","https://handrit.is/en/biography/view/FreRos001"
"1642687026-1278","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","»","https://handrit.is/en/manuscript/view/en/AM04-0354","1700-1715","1700","1715","Hervararsaga","https://handrit.is/en/bibliography/view/hervararsaga1785"
"1642686927-316","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","More Details","https://handrit.is/en/biography/view/RasRas001","1818","1818","null","Search","https://handrit.is/en/search/regular"
"1642686996-1119","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0200","1590-1610","1590","1610","Ingen titel","https://handrit.is/da/manuscript/view/en/AM02-0200#section_1"
"1642687087-2101","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/en/AM02-0312"
"1642687059-1619","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642686969-987","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","2","https://handrit.is/en/manuscript/list.browser.pager/2?t:ac=keyword/sagnfr"
"1642686914-265","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","»","https://handrit.is/en/manuscript/view/en/Rask116","1818","1818","null","","https://handrit.is/en/admin"
"1642687020-1250","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265","1700-1730","1700","1730","","https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/AM08-265"
"1642687016-1233","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265","1700-1730","1700","1730","Om handrit.org","https://handrit.is/da/about"
"1642686919-309","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","No Title","https://handrit.is/en/manuscript/view/Rask115#section_1","1818","1818","null","«","https://handrit.is/en/manuscript/view/en/Rask114"
"1642686914-266","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","»","https://handrit.is/en/manuscript/view/en/Rask116","1818","1818","null","Home","https://handrit.is/en/"
"1642686930-356","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/Rask115","1818","1818","null","Send Feedback on Manuscript","https://handrit.is/da/popup/feedback/en/Rask115"
"1642687087-2096","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","AM 310 fol.","https://handrit.is/en/manuscript/view/AM02-0310"
"1642687056-1549","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","(6v-27r)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content"
"1642687064-1732","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content"
"1642686941-411","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Places","https://handrit.is/en/manuscript/browse/places"
"1642687091-2192","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0217a"
"1642686941-673","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Ave Maria (4)","https://handrit.is/en/manuscript/list/uniform?v=Ave+Maria"
"1642686986-1071","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","More Details","https://handrit.is/en/biography/view/KriKaa001"
"1642686966-884","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","3","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=KKKat"
"1642686969-927","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","Browse","https://handrit.is/en/manuscript/browse/uniform"
"1642687087-2054","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","About","https://handrit.is/en/about"
"1642686941-583","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Anecdoton historiam Sverreri regis Norvegiæ illustrans","https://handrit.is/en/manuscript/list/uniform?v=Anecdoton+historiam+Sverreri+regis+Norvegi%C3%A6+illustrans"
"1642686941-671","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Austmansríma","https://handrit.is/en/manuscript/list/uniform?v=Austmansr%C3%ADma"
"1642687091-2185","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0165a"
"1642687091-2218","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","Statistics","https://handrit.is/en/statistics"
"1642686941-592","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Annálar Sveins lögmanns Sölvasonar (2)","https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1lar+Sveins+l%C3%B6gmanns+S%C3%B6lvasonar"
"1642687091-2165","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","AM 7 fol.","https://handrit.is/en/manuscript/view/AM02-007"
"1642686978-1042","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201","1600-1650","1600","1650","Tölfræði","https://handrit.is/is/statistics"
"1642687052-1420","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","(27r-147v)","https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content"
"1642687082-1999","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-309"
"1642687082-1991","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0354"
"1642687087-2071","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","Id","https://handrit.is/en/manuscript/list.browser.columns:sort/id?t:ac=keyword/log"
"1642687069-1893","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10"
"1642687101-2274","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content","1485-1499","1485","1499","AM 46 4to","https://handrit.is/en/manuscript/view/en/AM04-0046"
"1642687066-1802","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/WEB_DISPLAY"
"1642687066-1800","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY"
"1642687091-2161","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-0031"
"1642686927-332","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","More Details","https://handrit.is/en/biography/view/RasRas001","1818","1818","null","","https://handrit.is/en/manuscript/view/is/IB04-0393"
"1642687048-1354","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","«","https://handrit.is/en/manuscript/view/en/AM04-0045","1485-1499","1485","1499","Liturgics","https://handrit.is/en/manuscript/list/keyword/helgs"
"1642686917-280","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","«","https://handrit.is/en/manuscript/view/en/Rask114","1818","1818","null","handrit.is","https://handrit.is/en/"
"1642686986-1078","https://handrit.is/en/search/results/2YLppK","AM 200 fol.","https://handrit.is/en/manuscript/view/AM02-0200","«","https://handrit.is/en/manuscript/view/en/AM02-020-h","1590-1610","1590","1610","Wilhelmi Wormii","https://handrit.is/en/biography/view/WilWor001"
"1642687069-1895","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Canon law","https://handrit.is/en/manuscript/list/keyword/klog"
"1642687059-1632","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","Send Feedback on Manuscript","https://handrit.is/en/popup/feedback/en/AM04-0046"
"1642687091-2198","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM02-0241-b-VIII"
"1642686932-371","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115","1818","1818","null","Rasmus Rask","https://handrit.is/is/biography/view/RasRas001"
"1642687091-2175","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0129"
"1642686941-457","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Af drengnum í Dyrhólaey","https://handrit.is/en/manuscript/list/uniform?v=Af+drengnum+%C3%AD+Dyrh%C3%B3laey"
"1642686947-731","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs 331 4to","https://handrit.is/en/manuscript/view/is/Lbs04-0331"
"1642687087-2120","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/is/AM02-0315c"
"1642687056-1550","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3"
"1642687087-2127","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","8","https://handrit.is/en/manuscript/list.browser.pager/8?t:ac=keyword/log"
"1642687054-1466","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_7","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/WEB_DISPLAY"
"1642687061-1708","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","«","https://handrit.is/en/manuscript/view/en/AM04-0045"
"1642686947-805","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","Lbs fragm 82","https://handrit.is/en/manuscript/view/is/LbsFragm-0082"
"1642687069-1878","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642686966-914","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","5","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=KKKat"
"1642686958-866","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","No Title","https://handrit.is/en/manuscript/view/AM02-0201#section_1","1600-1650","1600","1650","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat"
"1642686978-1039","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201","1600-1650","1600","1650","Enginn titill","https://handrit.is/is/manuscript/view/en/AM02-0201#section_1"
"1642687004-1139","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","»","https://handrit.is/en/manuscript/view/en/AM08-266","1700-1730","1700","1730","handrit.is","https://handrit.is/en/"
"1642687064-1719","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","View Images","https://handrit.is/en/manuscript/imaging/en/AM04-0046"
"1642687087-2087","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/en/AM02-0299"
"1642687064-1722","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","The Manorial Court Law","https://handrit.is/en/manuscript/view/AM04-0046#section_3","1485-1499","1485","1499","High Quality","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/2/HIGH_QUALITY_DISPLAY"
"1642687052-1423","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","Laws","https://handrit.is/en/manuscript/list/keyword/log"
"1642687084-2031","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3","1485-1499","1485","1499","Search","https://handrit.is/en/search/regular"
